,channels,has_transaction,user_id,day,month,year,visitStartTime
46968,Youtube,False,512,21,2,2020,2020-02-21
46969,Email Marketing,False,616,18,9,2020,2020-09-18
46970,Google Search,False,472,4,6,2020,2020-06-04
46971,Google Search,False,609,20,6,2020,2020-06-20
46972,Direct,False,266,25,6,2020,2020-06-25
46973,Direct,False,216,28,12,2020,2020-12-28
46974,Direct,False,630,11,12,2020,2020-12-11
46975,Organic,True,344,25,9,2020,2020-09-25
46976,Email Marketing,False,292,7,2,2020,2020-02-07
46977,Organic,True,58,5,4,2020,2020-04-05
46978,Organic,False,389,5,3,2020,2020-03-05
46979,Facebook,False,335,10,5,2020,2020-05-10
46980,Direct,True,121,19,10,2020,2020-10-19
46981,Facebook,False,304,3,4,2020,2020-04-03
46982,Email Marketing,False,210,13,1,2020,2020-01-13
46983,Google Display,True,331,23,6,2020,2020-06-23
46984,Direct,True,79,15,4,2020,2020-04-15
46985,Google Search,True,572,7,2,2020,2020-02-07
46986,Organic,True,331,26,11,2020,2020-11-26
46987,Google Search,False,160,22,7,2020,2020-07-22
46988,Google Search,True,168,25,3,2020,2020-03-25
46989,Facebook,False,504,2,1,2020,2020-01-02
46990,Instagram,False,102,27,10,2020,2020-10-27
46991,Direct,True,115,16,12,2020,2020-12-16
46992,Youtube,False,375,18,8,2020,2020-08-18
46993,Google Display,True,572,18,11,2020,2020-11-18
46994,Google Search,True,177,15,1,2020,2020-01-15
46995,Organic,True,35,21,5,2020,2020-05-21
46996,Instagram,False,698,11,11,2020,2020-11-11
46997,Organic,False,431,20,3,2020,2020-03-20
46998,Facebook,False,125,4,9,2020,2020-09-04
46999,Organic,False,288,4,8,2020,2020-08-04
47000,Instagram,False,676,8,1,2020,2020-01-08
47001,Google Search,False,35,13,12,2020,2020-12-13
47002,Google Search,True,405,9,2,2020,2020-02-09
47003,Organic,False,497,1,2,2020,2020-02-01
47004,Organic,False,329,5,6,2020,2020-06-05
47005,Instagram,False,307,9,2,2020,2020-02-09
47006,Direct,False,215,9,6,2020,2020-06-09
47007,Facebook,False,4,13,11,2020,2020-11-13
47008,Google Search,True,373,26,10,2020,2020-10-26
47009,Organic,True,659,11,4,2020,2020-04-11
47010,Direct,False,596,28,1,2020,2020-01-28
47011,Facebook,True,523,20,12,2020,2020-12-20
47012,Google Search,False,313,18,5,2020,2020-05-18
47013,Direct,True,163,7,12,2020,2020-12-07
47014,Facebook,False,352,5,6,2020,2020-06-05
47015,Facebook,True,683,17,10,2020,2020-10-17
47016,Organic,False,386,1,7,2020,2020-07-01
47017,Instagram,True,1,11,1,2020,2020-01-11
47018,Facebook,False,679,1,9,2020,2020-09-01
47019,Organic,True,91,16,11,2020,2020-11-16
47020,Google Search,True,160,28,9,2020,2020-09-28
47021,Facebook,False,54,17,12,2020,2020-12-17
47022,Google Display,True,35,20,1,2020,2020-01-20
47023,Organic,False,456,2,2,2020,2020-02-02
47024,Direct,False,116,3,3,2020,2020-03-03
47025,Google Search,True,558,15,10,2020,2020-10-15
47026,Facebook,False,531,4,12,2020,2020-12-04
47027,Facebook,True,446,20,7,2020,2020-07-20
47028,Google Search,True,427,4,10,2020,2020-10-04
47029,Direct,True,280,18,1,2020,2020-01-18
47030,Google Search,False,237,25,3,2020,2020-03-25
47031,Organic,True,14,19,10,2020,2020-10-19
47032,Organic,False,40,17,4,2020,2020-04-17
47033,Organic,True,471,11,6,2020,2020-06-11
47034,Facebook,True,558,8,12,2020,2020-12-08
47035,Organic,False,506,12,10,2020,2020-10-12
47036,Facebook,True,195,19,3,2020,2020-03-19
47037,Google Search,False,163,23,5,2020,2020-05-23
47038,Facebook,False,497,2,1,2020,2020-01-02
47039,Facebook,False,292,26,1,2020,2020-01-26
47040,Organic,True,512,23,3,2020,2020-03-23
47041,Organic,False,616,9,7,2020,2020-07-09
47042,Facebook,True,289,17,10,2020,2020-10-17
47043,Google Search,True,586,2,7,2020,2020-07-02
47044,Organic,True,429,13,10,2020,2020-10-13
47045,Instagram,True,470,27,2,2020,2020-02-27
47046,Organic,True,334,14,3,2020,2020-03-14
47047,Google Search,False,684,16,3,2020,2020-03-16
47048,Organic,False,674,13,10,2020,2020-10-13
47049,Youtube,False,9,8,3,2020,2020-03-08
47050,Email Marketing,False,655,5,3,2020,2020-03-05
47051,Facebook,False,218,2,8,2020,2020-08-02
47052,Google Search,False,313,15,1,2020,2020-01-15
47053,Organic,False,650,5,1,2020,2020-01-05
47054,Email Marketing,True,320,3,9,2020,2020-09-03
47055,Email Marketing,True,384,13,11,2020,2020-11-13
47056,Organic,False,216,26,6,2020,2020-06-26
47057,Direct,False,287,27,6,2020,2020-06-27
47058,Direct,True,518,13,3,2020,2020-03-13
47059,Google Search,False,407,18,10,2020,2020-10-18
47060,Organic,False,91,7,6,2020,2020-06-07
47061,Organic,True,268,26,1,2020,2020-01-26
47062,Google Search,False,333,8,9,2020,2020-09-08
47063,Organic,False,151,17,5,2020,2020-05-17
47064,Organic,True,124,6,9,2020,2020-09-06
47065,Google Search,True,264,21,8,2020,2020-08-21
47066,Google Display,True,143,4,1,2020,2020-01-04
47067,Email Marketing,False,396,2,9,2020,2020-09-02
47068,Instagram,False,556,20,6,2020,2020-06-20
47069,Facebook,True,229,25,7,2020,2020-07-25
47070,Organic,False,81,15,12,2020,2020-12-15
47071,Google Display,False,407,19,5,2020,2020-05-19
47072,Organic,True,508,19,1,2020,2020-01-19
47073,Google Search,False,321,7,12,2020,2020-12-07
47074,Facebook,False,453,18,7,2020,2020-07-18
47075,Facebook,False,624,5,12,2020,2020-12-05
47076,Organic,True,504,28,11,2020,2020-11-28
47077,Direct,False,566,21,7,2020,2020-07-21
47078,Email Marketing,False,587,21,11,2020,2020-11-21
47079,Google Search,False,422,26,7,2020,2020-07-26
47080,Google Search,False,262,6,2,2020,2020-02-06
47081,Organic,False,88,1,11,2020,2020-11-01
47082,Direct,False,41,20,7,2020,2020-07-20
47083,Facebook,True,245,9,6,2020,2020-06-09
47084,Facebook,False,391,16,5,2020,2020-05-16
47085,Google Display,False,376,8,9,2020,2020-09-08
47086,Google Search,True,633,24,10,2020,2020-10-24
47087,Facebook,False,185,15,5,2020,2020-05-15
47088,Direct,False,151,2,5,2020,2020-05-02
47089,Organic,False,503,11,12,2020,2020-12-11
47090,Direct,True,539,18,5,2020,2020-05-18
47091,Email Marketing,False,77,22,6,2020,2020-06-22
47092,Organic,False,36,14,3,2020,2020-03-14
47093,Email Marketing,True,434,25,11,2020,2020-11-25
47094,Organic,False,129,21,12,2020,2020-12-21
47095,Organic,True,2,21,9,2020,2020-09-21
47096,Direct,False,306,18,5,2020,2020-05-18
47097,Google Search,False,129,22,5,2020,2020-05-22
47098,Google Display,False,308,27,3,2020,2020-03-27
47099,Organic,False,649,19,4,2020,2020-04-19
47100,Google Search,False,602,4,9,2020,2020-09-04
47101,Google Search,False,236,11,4,2020,2020-04-11
47102,Facebook,False,563,4,5,2020,2020-05-04
47103,Google Search,True,509,18,6,2020,2020-06-18
47104,Google Search,False,646,12,6,2020,2020-06-12
47105,Google Search,True,307,16,12,2020,2020-12-16
47106,Facebook,False,75,21,2,2020,2020-02-21
47107,Organic,False,277,20,2,2020,2020-02-20
47108,Google Search,False,466,28,12,2020,2020-12-28
47109,Youtube,True,174,18,1,2020,2020-01-18
47110,Organic,False,530,27,8,2020,2020-08-27
47111,Direct,False,653,28,2,2020,2020-02-28
47112,Organic,False,690,4,2,2020,2020-02-04
47113,Facebook,False,636,2,9,2020,2020-09-02
47114,Instagram,True,416,20,6,2020,2020-06-20
47115,Google Search,True,40,12,4,2020,2020-04-12
47116,Facebook,False,388,24,1,2020,2020-01-24
47117,Direct,False,107,5,4,2020,2020-04-05
47118,Organic,False,60,2,9,2020,2020-09-02
47119,Instagram,True,584,19,8,2020,2020-08-19
47120,Organic,True,153,14,2,2020,2020-02-14
47121,Instagram,True,542,10,6,2020,2020-06-10
47122,Facebook,True,381,17,11,2020,2020-11-17
47123,Google Search,True,198,26,9,2020,2020-09-26
47124,Organic,False,20,17,1,2020,2020-01-17
47125,Organic,False,177,1,6,2020,2020-06-01
47126,Instagram,False,125,8,7,2020,2020-07-08
47127,Organic,False,523,23,8,2020,2020-08-23
47128,Facebook,True,328,17,9,2020,2020-09-17
47129,Facebook,False,307,13,3,2020,2020-03-13
47130,Organic,True,368,20,9,2020,2020-09-20
47131,Google Display,False,658,9,6,2020,2020-06-09
47132,Google Search,False,7,8,8,2020,2020-08-08
47133,Facebook,True,223,16,12,2020,2020-12-16
47134,Google Display,False,158,17,11,2020,2020-11-17
47135,Email Marketing,False,659,8,2,2020,2020-02-08
47136,Google Search,False,567,16,6,2020,2020-06-16
47137,Organic,True,314,5,2,2020,2020-02-05
47138,Instagram,False,692,2,11,2020,2020-11-02
47139,Google Search,True,452,5,1,2020,2020-01-05
47140,Organic,False,493,4,1,2020,2020-01-04
47141,Youtube,False,279,19,11,2020,2020-11-19
47142,Facebook,False,443,5,12,2020,2020-12-05
47143,Google Display,False,395,8,7,2020,2020-07-08
47144,Instagram,False,121,2,12,2020,2020-12-02
47145,Organic,False,177,13,2,2020,2020-02-13
47146,Direct,False,219,10,7,2020,2020-07-10
47147,Organic,False,616,1,4,2020,2020-04-01
47148,Organic,False,397,4,11,2020,2020-11-04
47149,Organic,False,556,12,6,2020,2020-06-12
47150,Instagram,True,314,25,8,2020,2020-08-25
47151,Organic,False,655,27,3,2020,2020-03-27
47152,Google Search,True,512,6,11,2020,2020-11-06
47153,Instagram,False,544,26,8,2020,2020-08-26
47154,Direct,False,677,7,7,2020,2020-07-07
47155,Facebook,False,39,12,7,2020,2020-07-12
47156,Organic,True,106,2,9,2020,2020-09-02
47157,Google Search,False,319,2,3,2020,2020-03-02
47158,Google Search,False,523,27,10,2020,2020-10-27
47159,Direct,False,378,22,3,2020,2020-03-22
47160,Organic,True,252,24,1,2020,2020-01-24
47161,Facebook,False,7,6,7,2020,2020-07-06
47162,Google Display,True,93,15,6,2020,2020-06-15
47163,Direct,False,253,16,8,2020,2020-08-16
47164,Direct,True,174,8,8,2020,2020-08-08
47165,Email Marketing,False,205,27,7,2020,2020-07-27
47166,Google Search,False,14,21,5,2020,2020-05-21
47167,Organic,True,267,21,8,2020,2020-08-21
47168,Organic,True,224,12,7,2020,2020-07-12
47169,Organic,False,311,22,10,2020,2020-10-22
47170,Instagram,True,458,21,3,2020,2020-03-21
47171,Google Search,True,649,8,11,2020,2020-11-08
47172,Organic,True,699,23,2,2020,2020-02-23
47173,Direct,False,496,6,9,2020,2020-09-06
47174,Instagram,True,632,15,9,2020,2020-09-15
47175,Direct,True,658,19,1,2020,2020-01-19
47176,Organic,True,692,19,11,2020,2020-11-19
47177,Direct,False,28,8,3,2020,2020-03-08
47178,Organic,True,544,23,3,2020,2020-03-23
47179,Youtube,False,180,16,9,2020,2020-09-16
47180,Organic,True,408,10,4,2020,2020-04-10
47181,Organic,False,648,24,8,2020,2020-08-24
47182,Google Search,True,327,25,5,2020,2020-05-25
47183,Google Search,False,676,8,11,2020,2020-11-08
47184,Facebook,True,226,28,6,2020,2020-06-28
47185,Organic,True,306,20,8,2020,2020-08-20
47186,Google Search,False,209,10,8,2020,2020-08-10
47187,Organic,False,537,28,4,2020,2020-04-28
47188,Direct,False,465,26,2,2020,2020-02-26
47189,Organic,False,534,22,11,2020,2020-11-22
47190,Instagram,True,230,23,1,2020,2020-01-23
47191,Email Marketing,False,628,7,3,2020,2020-03-07
47192,Google Search,False,75,9,3,2020,2020-03-09
47193,Direct,False,133,18,12,2020,2020-12-18
47194,Google Search,False,512,10,4,2020,2020-04-10
47195,Organic,True,277,17,7,2020,2020-07-17
47196,Direct,False,114,9,10,2020,2020-10-09
47197,Direct,False,337,4,12,2020,2020-12-04
47198,Direct,False,622,1,7,2020,2020-07-01
47199,Facebook,True,86,25,5,2020,2020-05-25
47200,Facebook,True,421,9,1,2020,2020-01-09
47201,Google Display,False,500,9,11,2020,2020-11-09
47202,Organic,False,222,7,12,2020,2020-12-07
47203,Organic,False,230,4,5,2020,2020-05-04
47204,Organic,False,490,27,7,2020,2020-07-27
47205,Facebook,True,646,12,6,2020,2020-06-12
47206,Direct,True,667,16,5,2020,2020-05-16
47207,Google Search,True,699,25,3,2020,2020-03-25
47208,Google Display,False,425,3,3,2020,2020-03-03
47209,Organic,False,663,25,8,2020,2020-08-25
47210,Organic,False,235,13,7,2020,2020-07-13
47211,Facebook,True,65,24,7,2020,2020-07-24
47212,Google Search,True,402,7,2,2020,2020-02-07
47213,Organic,True,694,5,6,2020,2020-06-05
47214,Youtube,True,443,12,3,2020,2020-03-12
47215,Organic,True,546,3,1,2020,2020-01-03
47216,Organic,False,467,15,12,2020,2020-12-15
47217,Organic,False,43,2,7,2020,2020-07-02
47218,Youtube,True,146,17,6,2020,2020-06-17
47219,Facebook,False,389,26,2,2020,2020-02-26
47220,Facebook,False,511,28,3,2020,2020-03-28
47221,Organic,False,521,16,7,2020,2020-07-16
47222,Organic,True,189,15,12,2020,2020-12-15
47223,Google Search,True,662,4,10,2020,2020-10-04
47224,Organic,True,531,15,2,2020,2020-02-15
47225,Facebook,False,266,7,6,2020,2020-06-07
47226,Facebook,True,685,16,5,2020,2020-05-16
47227,Google Search,True,674,14,6,2020,2020-06-14
47228,Organic,True,556,9,8,2020,2020-08-09
47229,Organic,False,611,7,9,2020,2020-09-07
47230,Organic,False,578,19,1,2020,2020-01-19
47231,Google Display,False,332,4,1,2020,2020-01-04
47232,Google Search,True,397,9,9,2020,2020-09-09
47233,Google Display,False,311,19,3,2020,2020-03-19
47234,Organic,True,199,14,5,2020,2020-05-14
47235,Google Search,True,34,27,6,2020,2020-06-27
47236,Organic,False,0,27,1,2020,2020-01-27
47237,Organic,False,295,21,6,2020,2020-06-21
47238,Email Marketing,False,90,6,6,2020,2020-06-06
47239,Organic,True,558,1,11,2020,2020-11-01
47240,Google Display,True,670,5,10,2020,2020-10-05
47241,Direct,False,413,6,7,2020,2020-07-06
47242,Direct,True,67,11,12,2020,2020-12-11
47243,Google Search,False,393,20,2,2020,2020-02-20
47244,Organic,False,472,28,4,2020,2020-04-28
47245,Organic,True,29,10,4,2020,2020-04-10
47246,Facebook,False,493,8,11,2020,2020-11-08
47247,Direct,False,27,16,6,2020,2020-06-16
47248,Organic,False,201,6,12,2020,2020-12-06
47249,Organic,True,107,3,5,2020,2020-05-03
47250,Organic,False,490,4,3,2020,2020-03-04
47251,Google Display,False,655,6,4,2020,2020-04-06
47252,Organic,False,681,10,10,2020,2020-10-10
47253,Organic,False,135,4,10,2020,2020-10-04
47254,Facebook,False,363,1,7,2020,2020-07-01
47255,Google Display,True,567,25,1,2020,2020-01-25
47256,Google Search,False,565,21,9,2020,2020-09-21
47257,Facebook,True,672,5,2,2020,2020-02-05
47258,Direct,True,542,5,9,2020,2020-09-05
47259,Organic,True,493,10,11,2020,2020-11-10
47260,Organic,True,454,3,4,2020,2020-04-03
47261,Organic,True,620,22,9,2020,2020-09-22
47262,Google Display,False,515,21,1,2020,2020-01-21
47263,Direct,True,64,12,1,2020,2020-01-12
47264,Organic,False,167,17,2,2020,2020-02-17
47265,Facebook,False,650,26,10,2020,2020-10-26
47266,Organic,False,393,16,10,2020,2020-10-16
47267,Organic,True,78,13,3,2020,2020-03-13
47268,Facebook,False,136,7,10,2020,2020-10-07
47269,Direct,False,411,14,7,2020,2020-07-14
47270,Organic,False,329,17,1,2020,2020-01-17
47271,Youtube,True,620,18,12,2020,2020-12-18
47272,Email Marketing,True,174,7,4,2020,2020-04-07
47273,Google Display,False,323,1,2,2020,2020-02-01
47274,Organic,True,237,9,5,2020,2020-05-09
47275,Organic,False,550,24,9,2020,2020-09-24
47276,Email Marketing,False,645,25,10,2020,2020-10-25
47277,Direct,False,270,5,3,2020,2020-03-05
47278,Google Search,False,669,16,8,2020,2020-08-16
47279,Organic,True,332,8,3,2020,2020-03-08
47280,Organic,True,198,15,6,2020,2020-06-15
47281,Direct,False,606,14,7,2020,2020-07-14
47282,Facebook,True,92,26,10,2020,2020-10-26
47283,Google Search,False,236,9,10,2020,2020-10-09
47284,Facebook,False,39,17,3,2020,2020-03-17
47285,Organic,False,280,15,10,2020,2020-10-15
47286,Facebook,False,638,8,6,2020,2020-06-08
47287,Organic,True,524,6,8,2020,2020-08-06
47288,Instagram,False,573,20,7,2020,2020-07-20
47289,Google Search,False,624,16,9,2020,2020-09-16
47290,Instagram,False,175,1,10,2020,2020-10-01
47291,Email Marketing,True,279,8,7,2020,2020-07-08
47292,Facebook,True,259,19,5,2020,2020-05-19
47293,Organic,True,40,13,12,2020,2020-12-13
47294,Organic,False,28,10,9,2020,2020-09-10
47295,Organic,False,629,24,9,2020,2020-09-24
47296,Facebook,False,443,19,1,2020,2020-01-19
47297,Email Marketing,False,320,12,5,2020,2020-05-12
47298,Google Display,False,472,22,2,2020,2020-02-22
47299,Organic,True,589,2,7,2020,2020-07-02
47300,Facebook,False,424,19,5,2020,2020-05-19
47301,Organic,True,396,12,12,2020,2020-12-12
47302,Organic,False,651,24,8,2020,2020-08-24
47303,Direct,True,477,19,1,2020,2020-01-19
47304,Organic,False,688,23,9,2020,2020-09-23
47305,Organic,True,307,17,7,2020,2020-07-17
47306,Organic,False,644,2,1,2020,2020-01-02
47307,Google Search,False,317,12,5,2020,2020-05-12
47308,Youtube,True,357,11,12,2020,2020-12-11
47309,Google Search,True,655,23,9,2020,2020-09-23
47310,Google Search,False,13,22,11,2020,2020-11-22
47311,Google Search,False,176,8,11,2020,2020-11-08
47312,Google Display,False,358,11,3,2020,2020-03-11
47313,Google Search,False,651,4,3,2020,2020-03-04
47314,Google Display,False,83,10,12,2020,2020-12-10
47315,Facebook,True,526,4,3,2020,2020-03-04
47316,Google Display,False,380,20,6,2020,2020-06-20
47317,Direct,True,616,10,4,2020,2020-04-10
47318,Organic,False,131,15,5,2020,2020-05-15
47319,Email Marketing,True,601,12,7,2020,2020-07-12
47320,Direct,True,283,16,9,2020,2020-09-16
47321,Organic,False,188,27,4,2020,2020-04-27
47322,Organic,False,210,3,8,2020,2020-08-03
47323,Google Search,False,519,24,1,2020,2020-01-24
47324,Google Search,True,353,3,7,2020,2020-07-03
47325,Instagram,True,225,12,6,2020,2020-06-12
47326,Instagram,False,35,25,2,2020,2020-02-25
47327,Google Search,True,661,18,10,2020,2020-10-18
47328,Instagram,False,517,16,4,2020,2020-04-16
47329,Google Search,False,682,12,8,2020,2020-08-12
47330,Instagram,True,118,24,9,2020,2020-09-24
47331,Organic,True,155,24,9,2020,2020-09-24
47332,Organic,False,671,12,1,2020,2020-01-12
47333,Instagram,True,429,16,11,2020,2020-11-16
47334,Google Search,True,18,27,11,2020,2020-11-27
47335,Organic,True,464,26,10,2020,2020-10-26
47336,Google Search,True,181,14,9,2020,2020-09-14
47337,Organic,True,234,7,6,2020,2020-06-07
47338,Organic,True,655,22,12,2020,2020-12-22
47339,Youtube,False,462,12,1,2020,2020-01-12
47340,Facebook,False,58,24,9,2020,2020-09-24
47341,Facebook,False,55,24,2,2020,2020-02-24
47342,Google Display,False,195,15,2,2020,2020-02-15
47343,Youtube,True,307,2,9,2020,2020-09-02
47344,Google Search,False,394,13,3,2020,2020-03-13
47345,Organic,False,601,9,12,2020,2020-12-09
47346,Organic,True,677,3,10,2020,2020-10-03
47347,Facebook,False,235,11,6,2020,2020-06-11
47348,Facebook,False,140,18,3,2020,2020-03-18
47349,Organic,False,367,1,8,2020,2020-08-01
47350,Google Search,True,581,3,5,2020,2020-05-03
47351,Organic,True,511,28,3,2020,2020-03-28
47352,Direct,True,414,3,7,2020,2020-07-03
47353,Organic,True,362,4,8,2020,2020-08-04
47354,Youtube,True,455,4,11,2020,2020-11-04
47355,Organic,False,30,26,4,2020,2020-04-26
47356,Google Search,False,625,7,10,2020,2020-10-07
47357,Google Display,True,500,7,3,2020,2020-03-07
47358,Google Search,False,357,20,6,2020,2020-06-20
47359,Direct,False,652,26,1,2020,2020-01-26
47360,Facebook,True,408,5,3,2020,2020-03-05
47361,Organic,False,31,13,8,2020,2020-08-13
47362,Google Search,False,233,8,4,2020,2020-04-08
47363,Email Marketing,False,124,4,6,2020,2020-06-04
47364,Facebook,True,362,28,3,2020,2020-03-28
47365,Facebook,False,20,19,4,2020,2020-04-19
47366,Youtube,True,302,5,3,2020,2020-03-05
47367,Google Search,False,56,15,8,2020,2020-08-15
47368,Email Marketing,False,277,13,4,2020,2020-04-13
47369,Facebook,False,5,21,10,2020,2020-10-21
47370,Organic,True,246,8,2,2020,2020-02-08
47371,Google Search,False,530,24,4,2020,2020-04-24
